mst,tour,Blocking,hDFS,NN,DFS,param,Robust_hDFS,Robust_hDFS_rounded,Robust_Blocking
47552,60718,51355,54558,50144,50144,0.5,52115,55023,52052
47552,60718,51355,54558,50144,50144,1.0,53106,55264,52213
47552,60718,51355,54558,50144,50144,2.0,52588,54424,52553
47552,60718,51355,54558,50144,50144,3.0,52589,53738,52559
47552,60718,51355,54558,50144,50144,4.0,52626,53149,52384
47552,60718,51355,54558,50144,50144,10.0,51725,51609,51341
47552,60718,51355,54558,50144,50144,20.0,51300,50852,50800
47552,60718,51355,54558,50144,50144,40.0,50602,50805,50545
22887,32098,39481,37817,32915,32915,0.0,45777,40386,39481
22887,32098,39481,37817,32915,32915,0.5,43542,40195,35622
22887,32098,39481,37817,32915,32915,1.0,43810,38299,38465
22887,32098,39481,37817,32915,32915,2.0,39203,39257,39378
22887,32098,39481,37817,32915,32915,3.0,38244,36308,35415
22887,32098,39481,37817,32915,32915,4.0,35941,35991,38571
22887,32098,39481,37817,32915,32915,10.0,37188,36022,37188
22887,32098,39481,37817,32915,32915,20.0,36265,35347,36265
22887,32098,39481,37817,32915,32915,40.0,36070,35882,36070
5231,7150,10302,8809,7641,7641,0.0,12403,9061,10302
5231,7150,10302,8809,7641,7641,0.5,12121,9803,10528
5231,7150,10302,8809,7641,7641,1.0,10768,9831,10395
5231,7150,10302,8809,7641,7641,2.0,9145,9627,9361
5231,7150,10302,8809,7641,7641,3.0,9031,8311,8923
5231,7150,10302,8809,7641,7641,4.0,8694,8654,8694
5231,7150,10302,8809,7641,7641,10.0,8344,8168,8344
5231,7150,10302,8809,7641,7641,20.0,7714,7714,7714
5231,7150,10302,8809,7641,7641,40.0,7641,7641,7641
1557,2358,3360,2936,2258,2258,0.0,3487,3011,3360
1557,2358,3360,2936,2258,2258,0.5,2311,2631,2311
1557,2358,3360,2936,2258,2258,1.0,2298,2560,2298
1557,2358,3360,2936,2258,2258,2.0,2288,2432,2288
1557,2358,3360,2936,2258,2258,3.0,2498,2298,2498
1557,2358,3360,2936,2258,2258,4.0,2116,2258,2116
1557,2358,3360,2936,2258,2258,10.0,2288,2288,2288
1557,2358,3360,2936,2258,2258,20.0,2258,2258,2258
1557,2358,3360,2936,2258,2258,40.0,2258,2258,2258
113977,157298,219786,218308,162430,162430,0.0,284200,200061,219786
113977,157298,219786,218308,162430,162430,0.5,245940,235279,213813
113977,157298,219786,218308,162430,162430,1.0,221945,200586,207824
113977,157298,219786,218308,162430,162430,2.0,198744,199994,202165
113977,157298,219786,218308,162430,162430,3.0,184655,193302,193453
113977,157298,219786,218308,162430,162430,4.0,192503,192044,187037
113977,157298,219786,218308,162430,162430,10.0,166431,167915,167699
113977,157298,219786,218308,162430,162430,20.0,165357,166693,166693
113977,157298,219786,218308,162430,162430,40.0,163646,163646,163646
50559,66717,85568,84658,69324,69324,0.0,82211,82276,85568
50559,66717,85568,84658,69324,69324,0.5,87394,86954,89110
50559,66717,85568,84658,69324,69324,1.0,90412,84060,102883
50559,66717,85568,84658,69324,69324,2.0,91605,88230,93439
50559,66717,85568,84658,69324,69324,3.0,85628,81502,85628
50559,66717,85568,84658,69324,69324,4.0,72954,74808,72954
50559,66717,85568,84658,69324,69324,10.0,71273,71273,71273
50559,66717,85568,84658,69324,69324,20.0,70897,70897,70897
50559,66717,85568,84658,69324,69324,40.0,70897,69324,70897
26311,35168,43511,45447,36699,36699,0.0,46579,43577,43511
26311,35168,43511,45447,36699,36699,0.5,49563,46740,45778
26311,35168,43511,45447,36699,36699,1.0,46788,49572,44692
26311,35168,43511,45447,36699,36699,2.0,46889,46352,46139
26311,35168,43511,45447,36699,36699,3.0,44433,43793,43983
26311,35168,43511,45447,36699,36699,4.0,42910,42343,42798
26311,35168,43511,45447,36699,36699,10.0,38785,39409,38785
26311,35168,43511,45447,36699,36699,20.0,36750,37010,36750
26311,35168,43511,45447,36699,36699,40.0,35920,36486,35920
20762,25376,23545,24817,22263,22263,0.0,23003,24817,23545
20762,25376,23545,24817,22263,22263,0.5,23504,24764,23476
20762,25376,23545,24817,22263,22263,1.0,24106,24271,23390
20762,25376,23545,24817,22263,22263,2.0,23748,24688,23654
20762,25376,23545,24817,22263,22263,3.0,23712,23789,23607
20762,25376,23545,24817,22263,22263,4.0,23603,23664,23470
20762,25376,23545,24817,22263,22263,10.0,22917,22864,22941
20762,25376,23545,24817,22263,22263,20.0,22488,22536,22488
20762,25376,23545,24817,22263,22263,40.0,22351,22579,22351
17514,27617,36442,37432,30700,30700,0.0,38400,37527,36442
17514,27617,36442,37432,30700,30700,0.5,36273,38353,36273
17514,27617,36442,37432,30700,30700,1.0,31194,32986,31194
17514,27617,36442,37432,30700,30700,2.0,30975,31366,30975
17514,27617,36442,37432,30700,30700,3.0,32345,30262,32345
17514,27617,36442,37432,30700,30700,4.0,30561,31594,30561
17514,27617,36442,37432,30700,30700,10.0,30690,30790,30690
17514,27617,36442,37432,30700,30700,20.0,30790,30778,30790
17514,27617,36442,37432,30700,30700,40.0,30690,30778,30690
619,861,1254,1059,826,826,0.0,1564,1053,1254
619,861,1254,1059,826,826,0.5,1320,1167,1216
619,861,1254,1059,826,826,1.0,1320,1044,1118
619,861,1254,1059,826,826,2.0,1049,1071,1004
619,861,1254,1059,826,826,3.0,1041,982,987
619,861,1254,1059,826,826,4.0,958,951,1008
619,861,1254,1059,826,826,10.0,897,924,897
619,861,1254,1059,826,826,20.0,856,829,855
619,861,1254,1059,826,826,40.0,817,892,817
7011,9716,11920,11827,9989,9989,0.0,13082,11587,11920
7011,9716,11920,11827,9989,9989,0.5,12855,11056,11074
7011,9716,11920,11827,9989,9989,1.0,12248,12029,12770
7011,9716,11920,11827,9989,9989,2.0,12951,10476,12951
7011,9716,11920,11827,9989,9989,3.0,10801,11526,10667
7011,9716,11920,11827,9989,9989,4.0,10523,10437,10389
7011,9716,11920,11827,9989,9989,10.0,10394,10394,10394
7011,9716,11920,11827,9989,9989,20.0,9989,9989,9989
7011,9716,11920,11827,9989,9989,40.0,9989,9989,9989
37176,50268,64291,61375,54694,54694,0.0,74909,61807,64291
37176,50268,64291,61375,54694,54694,0.5,65578,68557,67740
37176,50268,64291,61375,54694,54694,1.0,71304,67045,69969
37176,50268,64291,61375,54694,54694,2.0,57802,64103,67618
37176,50268,64291,61375,54694,54694,3.0,56478,62236,60337
37176,50268,64291,61375,54694,54694,4.0,52446,55362,63793
37176,50268,64291,61375,54694,54694,10.0,52688,53683,52652
37176,50268,64291,61375,54694,54694,20.0,54785,54981,54785
37176,50268,64291,61375,54694,54694,40.0,55536,55536,54861
1167,1544,2132,1685,1586,1586,0.0,2314,1749,2132
1167,1544,2132,1685,1586,1586,0.5,2501,1967,2135
1167,1544,2132,1685,1586,1586,1.0,2095,1736,2037
1167,1544,2132,1685,1586,1586,2.0,1828,1801,1926
1167,1544,2132,1685,1586,1586,3.0,1933,1864,1972
1167,1544,2132,1685,1586,1586,4.0,1867,1740,1866
1167,1544,2132,1685,1586,1586,10.0,1591,1598,1591
1167,1544,2132,1685,1586,1586,20.0,1579,1586,1579
1167,1544,2132,1685,1586,1586,40.0,1603,1578,1603
3581,4706,6155,6022,4933,4933,0.0,6988,6179,6155
3581,4706,6155,6022,4933,4933,0.5,6059,6043,6234
3581,4706,6155,6022,4933,4933,1.0,6675,6462,5693
3581,4706,6155,6022,4933,4933,2.0,5978,6519,5420
3581,4706,6155,6022,4933,4933,3.0,5925,5677,5558
3581,4706,6155,6022,4933,4933,4.0,5955,5894,5844
3581,4706,6155,6022,4933,4933,10.0,5219,5091,5290
3581,4706,6155,6022,4933,4933,20.0,5064,5023,5023
3581,4706,6155,6022,4933,4933,40.0,4959,4956,4964
1421,2211,2972,3002,2184,2184,0.0,2972,3019,2972
1421,2211,2972,3002,2184,2184,0.5,2184,2184,2184
1421,2211,2972,3002,2184,2184,1.0,2184,2231,2184
1421,2211,2972,3002,2184,2184,2.0,2184,2231,2184
1421,2211,2972,3002,2184,2184,3.0,2184,2184,2184
1421,2211,2972,3002,2184,2184,4.0,2184,2184,2184
1421,2211,2972,3002,2184,2184,10.0,2184,2184,2184
1421,2211,2972,3002,2184,2184,20.0,2184,2184,2184
1421,2211,2972,3002,2184,2184,40.0,2184,2184,2184
2459,3206,3947,4074,3160,3160,0.0,4948,4136,3947
2459,3206,3947,4074,3160,3160,0.5,4619,4480,3878
2459,3206,3947,4074,3160,3160,1.0,4227,4100,3785
2459,3206,3947,4074,3160,3160,2.0,4186,4436,3856
2459,3206,3947,4074,3160,3160,3.0,3808,3871,3762
2459,3206,3947,4074,3160,3160,4.0,3806,3876,3770
2459,3206,3947,4074,3160,3160,10.0,3544,3442,3614
2459,3206,3947,4074,3160,3160,20.0,3360,3329,3256
2459,3206,3947,4074,3160,3160,40.0,3241,3286,3188
94777,140480,216286,187413,135811,135811,0.0,246154,202716,216286
94777,140480,216286,187413,135811,135811,0.5,231552,197116,210428
94777,140480,216286,187413,135811,135811,1.0,185375,187822,188304
94777,140480,216286,187413,135811,135811,2.0,178305,170755,155009
94777,140480,216286,187413,135811,135811,3.0,173166,165470,155184
94777,140480,216286,187413,135811,135811,4.0,156357,175135,150178
94777,140480,216286,187413,135811,135811,10.0,147185,154883,147185
94777,140480,216286,187413,135811,135811,20.0,132995,150312,132995
94777,140480,216286,187413,135811,135811,40.0,136347,136388,136347
2161,3204,4163,3962,3331,3331,0.0,4163,3962,4163
2161,3204,4163,3962,3331,3331,0.5,4493,3650,3547
2161,3204,4163,3962,3331,3331,1.0,3972,3994,3972
2161,3204,4163,3962,3331,3331,2.0,3842,3668,3611
2161,3204,4163,3962,3331,3331,3.0,3611,3611,3611
2161,3204,4163,3962,3331,3331,4.0,3611,3611,3611
2161,3204,4163,3962,3331,3331,10.0,3331,3331,3331
2161,3204,4163,3962,3331,3331,20.0,3331,3331,3331
2161,3204,4163,3962,3331,3331,40.0,3331,3331,3331
26040,35747,43497,44854,35911,35911,0.0,49337,46712,43497
26040,35747,43497,44854,35911,35911,0.5,51853,44792,47949
26040,35747,43497,44854,35911,35911,1.0,54268,42899,50630
26040,35747,43497,44854,35911,35911,2.0,50660,44581,47190
26040,35747,43497,44854,35911,35911,3.0,45541,44834,46011
26040,35747,43497,44854,35911,35911,4.0,43380,44269,44227
26040,35747,43497,44854,35911,35911,10.0,36022,39027,35640
26040,35747,43497,44854,35911,35911,20.0,35577,39581,35577
26040,35747,43497,44854,35911,35911,40.0,35988,36294,35988
46415,61260,73666,74655,62047,62047,0.0,89642,74391,73666
46415,61260,73666,74655,62047,62047,0.5,82370,75560,78327
46415,61260,73666,74655,62047,62047,1.0,83560,84141,77340
46415,61260,73666,74655,62047,62047,2.0,75426,72736,75753
46415,61260,73666,74655,62047,62047,3.0,69088,71134,71327
46415,61260,73666,74655,62047,62047,4.0,67757,74106,66842
46415,61260,73666,74655,62047,62047,10.0,66921,63027,63612
46415,61260,73666,74655,62047,62047,20.0,65677,60713,61459
46415,61260,73666,74655,62047,62047,40.0,62074,62221,61980
42582,57292,74799,76391,59989,59989,0.0,88132,78092,74799
42582,57292,74799,76391,59989,59989,0.5,88035,77887,75549
42582,57292,74799,76391,59989,59989,1.0,75751,73645,76423
42582,57292,74799,76391,59989,59989,2.0,73933,72778,70702
42582,57292,74799,76391,59989,59989,3.0,68067,73396,66870
42582,57292,74799,76391,59989,59989,4.0,65752,66992,65918
42582,57292,74799,76391,59989,59989,10.0,65408,64250,66068
42582,57292,74799,76391,59989,59989,20.0,62404,62054,63120
42582,57292,74799,76391,59989,59989,40.0,60131,60305,60131
5805,8386,12658,10100,9281,9281,0.0,15100,10510,12658
5805,8386,12658,10100,9281,9281,0.5,14326,10380,12250
5805,8386,12658,10100,9281,9281,1.0,12047,11706,12333
5805,8386,12658,10100,9281,9281,2.0,10604,10343,10017
5805,8386,12658,10100,9281,9281,3.0,9708,9996,9644
5805,8386,12658,10100,9281,9281,4.0,9574,9969,9415
5805,8386,12658,10100,9281,9281,10.0,9187,9475,9187
5805,8386,12658,10100,9281,9281,20.0,9132,9131,9132
5805,8386,12658,10100,9281,9281,40.0,9245,9247,9245
32385,44430,61331,63986,47176,47176,0.0,86363,62984,61331
32385,44430,61331,63986,47176,47176,0.5,77739,68137,64832
32385,44430,61331,63986,47176,47176,1.0,66077,66901,64210
32385,44430,61331,63986,47176,47176,2.0,62229,62039,59460
32385,44430,61331,63986,47176,47176,3.0,57735,57600,55517
32385,44430,61331,63986,47176,47176,4.0,57223,58115,55830
32385,44430,61331,63986,47176,47176,10.0,53030,52417,53020
32385,44430,61331,63986,47176,47176,20.0,49699,49192,49618
32385,44430,61331,63986,47176,47176,40.0,50417,48499,50415
1079,1475,1921,2161,1629,1629,0.0,2192,2108,1921
1079,1475,1921,2161,1629,1629,0.5,1887,2392,1887
1079,1475,1921,2161,1629,1629,1.0,1901,1866,1901
1079,1475,1921,2161,1629,1629,2.0,1745,1687,1745
1079,1475,1921,2161,1629,1629,3.0,1741,1715,1741
1079,1475,1921,2161,1629,1629,4.0,1756,1694,1756
1079,1475,1921,2161,1629,1629,10.0,1679,1679,1679
1079,1475,1921,2161,1629,1629,20.0,1629,1629,1629
1079,1475,1921,2161,1629,1629,40.0,1629,1629,1629
23641,32176,38000,35914,34211,34211,0.0,37226,35370,38000
23641,32176,38000,35914,34211,34211,0.5,38705,39715,40261
23641,32176,38000,35914,34211,34211,1.0,35240,38702,41110
23641,32176,38000,35914,34211,34211,2.0,39029,38893,39389
23641,32176,38000,35914,34211,34211,3.0,36079,40861,35570
23641,32176,38000,35914,34211,34211,4.0,36197,38096,35118
23641,32176,38000,35914,34211,34211,10.0,36271,35428,34409
23641,32176,38000,35914,34211,34211,20.0,35838,34700,35838
23641,32176,38000,35914,34211,34211,40.0,35637,35558,35637
24257,32960,43397,45777,35516,35516,0.0,72141,44437,43397
24257,32960,43397,45777,35516,35516,0.5,64607,43528,43936
24257,32960,43397,45777,35516,35516,1.0,54396,43696,44297
24257,32960,43397,45777,35516,35516,2.0,48296,42717,45740
24257,32960,43397,45777,35516,35516,3.0,42519,42509,41473
24257,32960,43397,45777,35516,35516,4.0,39798,39399,40255
24257,32960,43397,45777,35516,35516,10.0,36252,37727,37152
24257,32960,43397,45777,35516,35516,20.0,36659,35904,36516
24257,32960,43397,45777,35516,35516,40.0,36244,35865,36244
144779,200919,280345,279340,210069,210069,0.0,418422,260502,280345
144779,200919,280345,279340,210069,210069,0.5,323810,280268,298197
144779,200919,280345,279340,210069,210069,1.0,290569,294290,281197
144779,200919,280345,279340,210069,210069,2.0,261774,259339,255152
144779,200919,280345,279340,210069,210069,3.0,246338,252839,243615
144779,200919,280345,279340,210069,210069,4.0,246011,243191,238218
144779,200919,280345,279340,210069,210069,10.0,215065,215683,215720
144779,200919,280345,279340,210069,210069,20.0,211387,216238,211387
144779,200919,280345,279340,210069,210069,40.0,213296,215083,213296
112000,138212,157968,159184,152496,152496,0.0,157968,159184,157968
112000,138212,157968,159184,152496,152496,0.5,164369,171886,164369
112000,138212,157968,159184,152496,152496,1.0,169187,169387,169187
112000,138212,157968,159184,152496,152496,2.0,162698,162698,162698
112000,138212,157968,159184,152496,152496,3.0,163793,165425,163793
112000,138212,157968,159184,152496,152496,4.0,163183,163183,163183
112000,138212,157968,159184,152496,152496,10.0,161865,162523,161865
112000,138212,157968,159184,152496,152496,20.0,151118,151118,151118
112000,138212,157968,159184,152496,152496,40.0,153407,152496,153407
18828,25760,29778,29075,27870,27870,0.0,33198,34721,29778
18828,25760,29778,29075,27870,27870,0.5,33965,33013,31339
18828,25760,29778,29075,27870,27870,1.0,32132,33567,30273
18828,25760,29778,29075,27870,27870,2.0,28447,29456,28556
18828,25760,29778,29075,27870,27870,3.0,27433,27821,27488
18828,25760,29778,29075,27870,27870,4.0,29941,29968,29941
18828,25760,29778,29075,27870,27870,10.0,28926,28951,28926
18828,25760,29778,29075,27870,27870,20.0,27105,28230,27105
18828,25760,29778,29075,27870,27870,40.0,27919,27918,27919
38025,50482,65084,61915,54133,54133,0.0,74103,62617,65084
38025,50482,65084,61915,54133,54133,0.5,76802,67694,67063
38025,50482,65084,61915,54133,54133,1.0,75087,67661,69413
38025,50482,65084,61915,54133,54133,2.0,68984,63101,68279
38025,50482,65084,61915,54133,54133,3.0,63135,61293,60573
38025,50482,65084,61915,54133,54133,4.0,58837,58346,57053
38025,50482,65084,61915,54133,54133,10.0,58777,57025,55198
38025,50482,65084,61915,54133,54133,20.0,55860,52717,53603
38025,50482,65084,61915,54133,54133,40.0,54780,54030,52959
4540,7063,10684,8780,9988,9988,0.0,10684,8780,10684
4540,7063,10684,8780,9988,9988,0.5,11899,8909,11899
4540,7063,10684,8780,9988,9988,1.0,8861,8861,8861
4540,7063,10684,8780,9988,9988,2.0,9386,9386,9386
4540,7063,10684,8780,9988,9988,3.0,9988,9988,9988
4540,7063,10684,8780,9988,9988,4.0,9988,9988,9988
4540,7063,10684,8780,9988,9988,10.0,9988,9988,9988
4540,7063,10684,8780,9988,9988,20.0,9988,9988,9988
4540,7063,10684,8780,9988,9988,40.0,9988,9988,9988
6107,9013,14214,11834,9007,9007,0.0,15596,12402,14214
6107,9013,14214,11834,9007,9007,0.5,11905,13568,12351
6107,9013,14214,11834,9007,9007,1.0,12560,11885,10233
6107,9013,14214,11834,9007,9007,2.0,10973,10782,10973
6107,9013,14214,11834,9007,9007,3.0,10450,10414,10450
6107,9013,14214,11834,9007,9007,4.0,9446,10336,9446
6107,9013,14214,11834,9007,9007,10.0,9118,9118,9118
6107,9013,14214,11834,9007,9007,20.0,9007,9007,9007
6107,9013,14214,11834,9007,9007,40.0,9007,9007,9007
29474,40932,54723,54515,42907,42907,0.0,73729,56564,54723
29474,40932,54723,54515,42907,42907,0.5,68686,56406,55401
29474,40932,54723,54515,42907,42907,1.0,56558,51886,57659
29474,40932,54723,54515,42907,42907,2.0,55159,53285,54138
29474,40932,54723,54515,42907,42907,3.0,51144,50262,49429
29474,40932,54723,54515,42907,42907,4.0,47333,47767,47760
29474,40932,54723,54515,42907,42907,10.0,45821,45549,45533
29474,40932,54723,54515,42907,42907,20.0,43618,44176,43027
29474,40932,54723,54515,42907,42907,40.0,43093,42991,43088
41151,57851,65136,78507,58031,58031,0.0,76911,79640,65136
41151,57851,65136,78507,58031,58031,0.5,78384,82003,66813
41151,57851,65136,78507,58031,58031,1.0,76288,71888,68255
41151,57851,65136,78507,58031,58031,2.0,68835,68565,63727
41151,57851,65136,78507,58031,58031,3.0,67109,65451,63727
41151,57851,65136,78507,58031,58031,4.0,67338,60570,63619
41151,57851,65136,78507,58031,58031,10.0,61008,60243,63119
41151,57851,65136,78507,58031,58031,20.0,59667,58963,59667
41151,57851,65136,78507,58031,58031,40.0,58952,58499,58952
13097,16950,20277,22890,20398,20398,0.0,23994,22596,20277
13097,16950,20277,22890,20398,20398,0.5,23484,23232,20808
13097,16950,20277,22890,20398,20398,1.0,24644,20947,21257
13097,16950,20277,22890,20398,20398,2.0,23076,22131,23319
13097,16950,20277,22890,20398,20398,3.0,20989,22929,20905
13097,16950,20277,22890,20398,20398,4.0,20962,20135,20905
13097,16950,20277,22890,20398,20398,10.0,20762,20001,20761
13097,16950,20277,22890,20398,20398,20.0,20398,16585,20351
13097,16950,20277,22890,20398,20398,40.0,20398,20106,20398
34761,50655,47062,50219,46688,46688,0.0,53413,49786,47062
34761,50655,47062,50219,46688,46688,0.5,56294,50027,46702
34761,50655,47062,50219,46688,46688,1.0,55966,49829,46702
34761,50655,47062,50219,46688,46688,2.0,54596,49482,46779
34761,50655,47062,50219,46688,46688,3.0,53001,48756,46130
34761,50655,47062,50219,46688,46688,4.0,51259,47738,46130
34761,50655,47062,50219,46688,46688,10.0,49795,46342,46688
34761,50655,47062,50219,46688,46688,20.0,49212,46688,46688
34761,50655,47062,50219,46688,46688,40.0,46688,46805,46688
42797,58212,74203,75967,61939,61939,0.0,107212,78232,74203
42797,58212,74203,75967,61939,61939,0.5,106239,85253,76206
42797,58212,74203,75967,61939,61939,1.0,91421,82630,82338
42797,58212,74203,75967,61939,61939,2.0,78767,81238,77724
42797,58212,74203,75967,61939,61939,3.0,74183,75545,74634
42797,58212,74203,75967,61939,61939,4.0,72611,70114,70008
42797,58212,74203,75967,61939,61939,10.0,64795,66632,65053
42797,58212,74203,75967,61939,61939,20.0,63650,65012,62669
42797,58212,74203,75967,61939,61939,40.0,64344,64053,62446
